ID,Tweet,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
2017-En-31340,@jtkola @danmericaCNN she's still younger and more spry than trump,0,1,0,0,1,1,1,0,0,1,1
2017-En-21132,When you make a great tasting shake and no words can describe it!😃👌🏻  #herbalifenutrition #tastesogood #nowords,0,0,0,0,1,0,1,0,0,0,0
2017-En-10917,"I think our defense here at USC is playing well, we just need to fix a few things on offense and we can win the PAC 12 this year'",0,1,0,0,1,0,1,0,0,0,0
2017-En-30234,In ever use to like smiling until I realized how good my teeth look ... Witout the braces,0,0,0,0,1,0,1,0,0,0,0
2017-En-21938,#2 complained then while his head and then called do not despair of God's mercy if you did sins go back to him and ask his forgiveness,0,0,0,0,0,0,1,0,0,0,0
2017-En-21906,When @idinamenzel says she's releasing more #IdinaParty tickets and you set an alarm to not miss it... #fingerscrossed #Idina.,0,1,0,0,1,0,1,0,0,0,1
2017-En-20398,While we focus on issue of #IPCA @IHFOKids Indulges in #intimidation @BringRoshniHome @ChildrensIssues @MEAIndia @MinistryWCD #StopCruelty,0,0,0,1,0,0,1,0,0,0,0
2017-En-30394,@AimiSyafiqahR go check up with your bf. He'll give u strength with just one smile. #TOPno1,0,0,0,0,1,1,1,0,0,0,0
2017-En-30026,@WSJNordics You make the world a more joyful place. #TheNiceBot,0,0,0,0,1,1,1,0,0,0,1
2017-En-21276,The ecosystem is meant to break thru the wall of #apprehension. It's easy to follow a fave music star &amp; watch their goings on–but #dentists?,0,1,0,1,0,0,1,0,0,1,0
2017-En-31265,After this news I'm supposed to be so damn happy and rejoicing but I'm here like 😩😔😭😞,0,0,1,0,1,0,0,1,1,0,0
2017-En-41159,"Not written for African-American\n\nNo refuge could save the hireling and slave\nFrom the terror of flight or the gloom of the grave,",0,0,0,0,0,0,0,1,1,0,0
2017-En-10067,Once again the only thing on my feed is naay raging about something and my brother filling in all the gaps,1,0,1,0,0,0,0,1,0,0,0
2017-En-10485,And she got all angry telling me 'but what would be doing a 40 year old guy looking for a girl like you' and I felt ,1,0,1,0,0,0,0,1,0,0,0
2017-En-30711,"god, Facebook's design has started to remind me of MySpace in its heyday",0,0,1,0,0,0,0,1,0,0,0
2017-En-20426,@myaeggs I can't get a better look at her bc I'm too shy to make eye contact ;-;,0,0,0,1,0,0,0,1,1,0,0
2017-En-20788,"@RoWillFindYou Eric couldn't help but laugh, though that made him wince in pain. It hurt. A lot. He just wanted to sit down somewhere —",0,0,1,0,0,0,0,1,1,0,0
2017-En-10391,I miss doing nothing someone I care about and attacking their face with kisses. #foreveralone #bitter 😩,0,0,0,0,0,0,0,1,1,0,0
2017-En-41232,feel really sad and down today😒,0,0,0,0,0,0,0,1,1,0,0
2017-En-20785,Not sure that men can handle a woman that's got her crap together. #intimidation #independent,1,0,1,0,0,0,0,1,1,0,0
2017-En-30479,"When we give cheerfully and accept gratefully, everyone is blessed.\n»Maya Angelou\n\n@DrMayaAngelou #RIP #MayaAngelou",0,0,0,0,1,0,1,0,1,0,1
2017-En-10888,The rage has died down.,0,0,0,0,1,0,0,0,1,0,0
2017-En-10979,@XboxMAD @RobotBrush Ballmer will be furious. Another delivery lost...,1,0,1,0,0,0,0,0,1,0,0
2017-En-10457,@simon_penn_r @AntisocialJW2 has turned into a rather fiery GG radical),1,0,0,0,0,0,0,0,1,0,0
2017-En-40755,@hannah_2401 hannah stop being mournful and chill 💁,0,0,1,0,0,0,0,0,1,0,1
2017-En-40397,@RaveenElexiis I fought a racist girl and she stayed in GAVC so if you get kicked out I call BS,1,0,1,0,0,0,0,0,1,0,0
2017-En-40371,Don't wanna go to work but I want the money ,0,0,1,0,1,0,0,1,1,0,0
2017-En-10233,@luxbet Did you even give out any pizzas ? Serious fail #hungry #furious #hangry,1,0,1,0,0,0,0,0,1,0,0
2017-En-11302,@jbanks88 offense can't score 3 redzone trips no points n lbs can't pull flags n i missed a flag that lead to a td dat took da league,0,0,1,0,0,0,0,0,1,0,0
2017-En-40141,And I won't even get started with Hillary and her fancy fundraisers! #depressing,0,0,1,0,0,0,0,0,1,0,0
2017-En-20474,You don't know what to expect by Brendon's video lmao LA devotee video got me shook #panic,1,0,1,1,0,0,0,0,0,1,0
2017-En-40667,Are you serious??,0,0,1,0,0,0,0,0,0,1,0
2017-En-22178,"@samsteinhp stop the presses, @realDonaldTrump said/proposed something racist. #shocking",1,0,1,0,0,0,0,0,0,1,0
2017-En-30310,@NHLstoreNYC I'm cheering for @TeamNA_WCH and @TeamEUR_WCH #NHLNYCSweepstakes,0,1,0,0,1,0,1,0,0,1,0
2017-En-10385,@Trump_Videos she looks completely #rabid @realDonaldTrump,0,0,0,0,1,0,0,0,0,1,0
2017-En-20439,@vibaby @imEB y'all had crackheads in the islands? I don't know why I find that so interesting and shocking,0,1,1,0,1,0,1,0,0,1,0
2017-En-20761,"@Policy_Exchange A plus point, she won't have to queue for the loos. Any more plus points? Nope, can't think of any #shocking #sexism",1,0,1,0,0,0,0,0,0,1,0
2017-En-21977,I'm in awe,0,0,0,1,0,0,0,0,0,1,0
2017-En-10838,Vale! Vale! Sip sangria and taste tantalizing tapas @ElCidLA  's fiery flamenco nights! #MinutesFromHoM #SilverLake #LA #Flamenco,0,0,0,0,1,0,0,0,0,1,0
2017-En-21397,#tulsa - Police manufacture murder... Wonder why we carry burners...? - MaxLevelz #shake,0,0,0,0,0,0,0,0,0,1,0
2017-En-11323,@RVAGameBreak @GAHSBasketball @GAJagsFootball  \nGo Jags!!🐆 I think we have a good shot of beating Deep Run tomorrow! ,0,1,0,0,1,0,0,0,0,0,1
2017-En-21783,😂 - youre one of those whod bully me omg but it was all banter and we could laugh at it later haha. Youre a nice guy x,0,0,0,0,1,0,1,0,0,0,1
2017-En-30149,#ukedchat A4 Just go outside (or to the gym hall) and play! \n #education  #learning,0,0,0,0,1,0,0,0,0,0,1
2017-En-30140,Zephaniah 3:17 He surely is rejoicing over us with singing...such romance and so needed today!!,0,0,0,0,1,0,1,0,0,0,1
2017-En-40870,Refuse to let myself get discouraged.,0,0,0,0,1,0,1,0,0,0,1
2017-En-21181,"@AlaskaGurus @adventuretweets agreed! 😍 an awe to meet such beautiful, powerful animals.",0,0,0,0,1,0,0,0,0,0,1
2017-En-21742,"Don't be #afraid of the space between your #dreams and #reality. If you can #dream it, you can #make it so",0,0,0,1,0,0,1,0,0,0,1
2017-En-30853,@GameGrumps THANK YOU SO MUCH FOR COMING TO DETROIT I'm going to sob joyful rainbows now brb,0,0,0,0,1,1,1,0,0,0,1
2017-En-30150,"And by the way, Takeru's eyes sparkling while eating was like the cutest thing ever.",0,0,0,0,1,1,1,0,0,0,1
2017-En-30283,Accept the challenges so that you can feel the exhilaration of victory. #FocusX10 #motivation #motivationalquotes #quoteoftheday,0,0,0,0,1,0,1,0,0,0,1
